219, 2005-01-03, [9, 20, 23, 27, 33, 40]
220, 2005-01-06, [1, 12, 18, 20, 21, 34]
221, 2005-01-10, [4, 10, 24, 25, 30, 36]
222, 2005-01-13, [5, 14, 23, 27, 36, 38]
223, 2005-01-17, [2, 6, 18, 26, 29, 31]
224, 2005-01-20, [5, 7, 8, 12, 22, 33]
225, 2005-01-24, [4, 22, 29, 30, 32, 36]
226, 2005-01-27, [3, 7, 9, 14, 28, 32]
227, 2005-01-31, [6, 13, 16, 26, 29, 33]
228, 2005-02-03, [7, 13, 20, 23, 36, 38]
229, 2005-02-07, [1, 7, 19, 24, 32, 34]
230, 2005-02-10, [5, 18, 19, 33, 38, 42]
231, 2005-02-14, [15, 19, 30, 35, 39, 40]
232, 2005-02-17, [6, 8, 10, 15, 24, 25]
233, 2005-02-21, [8, 9, 14, 28, 29, 39]
234, 2005-02-24, [1, 7, 16, 30, 35, 36]
235, 2005-02-28, [11, 14, 17, 20, 27, 28]
236, 2005-03-03, [2, 6, 11, 14, 39, 41]
237, 2005-03-07, [7, 11, 12, 17, 23, 29]
238, 2005-03-10, [1, 4, 19, 28, 36, 37]
239, 2005-03-14, [3, 9, 13, 24, 35, 37]
240, 2005-03-17, [10, 19, 29, 30, 33, 36]
241, 2005-03-21, [4, 12, 15, 23, 27, 29]
242, 2005-03-24, [2, 4, 19, 26, 31, 34]
243, 2005-03-28, [7, 15, 21, 22, 23, 26]
244, 2005-03-31, [3, 9, 14, 20, 23, 42]
245, 2005-04-04, [3, 4, 20, 22, 24, 39]
246, 2005-04-07, [6, 9, 12, 14, 17, 39]
247, 2005-04-11, [2, 7, 8, 20, 37, 38]
248, 2005-04-14, [7, 12, 17, 19, 35, 42]
249, 2005-04-18, [10, 18, 19, 31, 36, 41]
250, 2005-04-21, [4, 11, 13, 19, 20, 37]
251, 2005-04-25, [8, 12, 14, 21, 24, 39]
252, 2005-04-28, [3, 9, 11, 15, 22, 32]
253, 2005-05-02, [3, 10, 19, 32, 33, 34]
254, 2005-05-05, [2, 19, 21, 29, 31, 33]
255, 2005-05-09, [5, 6, 22, 28, 33, 34]
256, 2005-05-12, [18, 23, 25, 26, 32, 34]
257, 2005-05-16, [2, 12, 19, 23, 32, 39]
258, 2005-05-19, [6, 7, 13, 26, 33, 35]
259, 2005-05-23, [6, 10, 12, 15, 30, 40]
260, 2005-05-26, [3, 12, 13, 18, 24, 34]
261, 2005-05-30, [2, 7, 11, 17, 21, 31]
262, 2005-06-02, [11, 14, 15, 23, 34, 42]
263, 2005-06-06, [15, 18, 21, 29, 35, 40]
264, 2005-06-09, [7, 8, 14, 32, 36, 38]
265, 2005-06-13, [4, 9, 15, 23, 34, 40]
266, 2005-06-16, [2, 5, 7, 18, 20, 31]
267, 2005-06-20, [9, 13, 26, 30, 38, 41]
268, 2005-06-23, [10, 22, 23, 28, 35, 38]
269, 2005-06-27, [1, 3, 12, 25, 29, 34]
270, 2005-06-30, [2, 5, 9, 19, 25, 33]
271, 2005-07-04, [3, 4, 15, 17, 22, 28]
272, 2005-07-07, [4, 7, 18, 28, 33, 36]
273, 2005-07-11, [15, 19, 21, 27, 31, 32]
274, 2005-07-14, [1, 11, 21, 24, 31, 41]
275, 2005-07-18, [11, 17, 19, 20, 34, 42]
276, 2005-07-21, [4, 13, 17, 23, 32, 39]
277, 2005-07-25, [7, 13, 16, 20, 23, 29]
278, 2005-07-28, [12, 20, 25, 28, 32, 34]
279, 2005-08-01, [9, 15, 24, 27, 28, 37]
280, 2005-08-04, [4, 13, 14, 21, 26, 37]
281, 2005-08-08, [5, 9, 16, 33, 35, 40]
282, 2005-08-11, [10, 14, 15, 33, 37, 42]
283, 2005-08-15, [6, 10, 12, 20, 25, 42]
284, 2005-08-18, [6, 9, 13, 31, 33, 35]
285, 2005-08-22, [3, 6, 12, 14, 19, 40]
286, 2005-08-25, [7, 13, 30, 35, 41, 42]
287, 2005-08-29, [15, 17, 24, 31, 36, 38]
288, 2005-09-01, [12, 21, 24, 25, 34, 35]
289, 2005-09-05, [9, 14, 19, 24, 26, 28]
290, 2005-09-08, [4, 8, 11, 30, 34, 39]
291, 2005-09-12, [2, 3, 5, 7, 38, 39]
292, 2005-09-15, [11, 21, 23, 25, 33, 37]
293, 2005-09-20, [4, 6, 8, 14, 17, 26]
294, 2005-09-22, [6, 9, 23, 37, 39, 42]
295, 2005-09-26, [8, 9, 26, 28, 33, 35]
296, 2005-09-29, [9, 16, 21, 22, 35, 41]
297, 2005-10-03, [7, 12, 13, 23, 24, 31]
298, 2005-10-06, [1, 10, 11, 15, 21, 31]
299, 2005-10-10, [19, 27, 28, 33, 37, 39]
300, 2005-10-13, [9, 22, 23, 31, 34, 40]
301, 2005-10-17, [5, 7, 13, 15, 30, 33]
302, 2005-10-20, [10, 23, 24, 26, 38, 40]
303, 2005-10-25, [23, 24, 25, 32, 34, 38]
304, 2005-10-27, [3, 7, 20, 26, 32, 35]
305, 2005-10-31, [11, 20, 23, 38, 40, 42]
306, 2005-11-03, [5, 12, 16, 17, 18, 27]
307, 2005-11-07, [3, 17, 21, 26, 29, 34]
308, 2005-11-10, [5, 12, 16, 29, 37, 38]
309, 2005-11-14, [1, 7, 10, 24, 30, 40]
310, 2005-11-17, [4, 6, 8, 9, 23, 31]
311, 2005-11-21, [4, 13, 24, 28, 31, 42]
312, 2005-11-24, [15, 17, 23, 24, 27, 28]
313, 2005-11-28, [8, 10, 25, 28, 29, 39]
314, 2005-12-01, [8, 9, 17, 32, 36, 40]
315, 2005-12-05, [8, 11, 12, 19, 35, 41]
316, 2005-12-08, [6, 7, 11, 20, 23, 25]
317, 2005-12-14, [7, 12, 16, 30, 40, 42]
318, 2005-12-15, [7, 9, 15, 18, 36, 39]
319, 2005-12-19, [3, 18, 25, 29, 38, 41]
320, 2005-12-22, [1, 9, 14, 15, 26, 33]
321, 2005-12-26, [5, 10, 12, 13, 21, 40]
322, 2005-12-29, [23, 24, 25, 30, 36, 42]
