1262, 2015-01-02, [1, 2, 5, 26, 35, 38]
1263, 2015-01-05, [4, 6, 10, 11, 15, 21]
1264, 2015-01-08, [8, 20, 29, 31, 32, 40]
1265, 2015-01-12, [5, 6, 9, 33, 36, 41]
1266, 2015-01-15, [7, 16, 23, 25, 33, 40]
1267, 2015-01-19, [11, 12, 15, 27, 34, 40]
1268, 2015-01-22, [2, 15, 22, 28, 29, 41]
1269, 2015-01-26, [10, 15, 20, 29, 30, 41]
1270, 2015-01-29, [4, 6, 7, 13, 36, 39]
1271, 2015-02-02, [6, 9, 12, 14, 22, 29]
1272, 2015-02-05, [16, 17, 19, 28, 35, 39]
1273, 2015-02-09, [20, 35, 36, 38, 41, 42]
1274, 2015-02-12, [7, 16, 17, 18, 30, 31]
1275, 2015-02-16, [17, 24, 26, 27, 32, 40]
1276, 2015-02-19, [9, 14, 23, 25, 33, 42]
1277, 2015-02-23, [4, 6, 21, 32, 36, 40]
1278, 2015-02-26, [1, 4, 17, 27, 35, 36]
1279, 2015-03-02, [5, 14, 22, 23, 25, 31]
1280, 2015-03-05, [3, 5, 16, 19, 24, 31]
1281, 2015-03-09, [8, 19, 21, 24, 40, 42]
1282, 2015-03-12, [2, 4, 15, 26, 28, 33]
1283, 2015-03-16, [16, 20, 23, 26, 27, 29]
1284, 2015-03-19, [2, 5, 30, 40, 41, 42]
1285, 2015-03-23, [4, 7, 16, 29, 32, 42]
1286, 2015-03-26, [18, 19, 25, 29, 32, 37]
1287, 2015-03-30, [1, 17, 19, 24, 32, 33]
1288, 2015-04-02, [4, 6, 11, 22, 25, 34]
1289, 2015-04-07, [4, 11, 18, 25, 32, 42]
1290, 2015-04-09, [5, 7, 20, 36, 38, 39]
1291, 2015-04-14, [2, 16, 24, 28, 30, 41]
1292, 2015-04-16, [3, 6, 11, 20, 22, 32]
1293, 2015-04-20, [9, 13, 27, 34, 35, 41]
1294, 2015-04-23, [7, 11, 12, 18, 21, 25]
1295, 2015-04-27, [4, 20, 27, 28, 34, 40]
1296, 2015-04-30, [5, 13, 18, 26, 31, 36]
1297, 2015-05-04, [4, 20, 29, 33, 37, 41]
1298, 2015-05-07, [8, 13, 23, 24, 26, 41]
1299, 2015-05-11, [1, 3, 5, 17, 29, 36]
1300, 2015-05-14, [5, 14, 25, 33, 37, 41]
1301, 2015-05-18, [1, 6, 14, 18, 20, 33]
1302, 2015-05-21, [1, 2, 9, 30, 41, 42]
1303, 2015-05-25, [2, 4, 9, 13, 20, 34]
1304, 2015-05-28, [1, 8, 20, 22, 28, 35]
1305, 2015-06-01, [2, 8, 17, 20, 28, 33]
1306, 2015-06-04, [13, 24, 25, 33, 38, 42]
1307, 2015-06-08, [1, 4, 10, 11, 15, 25]
1308, 2015-06-11, [22, 25, 27, 33, 35, 37]
1309, 2015-06-15, [20, 21, 28, 32, 41, 42]
1310, 2015-06-18, [4, 5, 15, 19, 24, 25]
1311, 2015-06-22, [1, 20, 22, 29, 32, 39]
1312, 2015-06-25, [4, 11, 22, 27, 33, 40]
1313, 2015-06-29, [3, 17, 23, 30, 37, 40]
1314, 2015-07-02, [6, 9, 11, 21, 22, 25]
1315, 2015-07-06, [12, 14, 16, 19, 29, 36]
1316, 2015-07-09, [5, 9, 15, 25, 34, 42]
1317, 2015-07-13, [5, 7, 13, 23, 32, 38]
1318, 2015-07-16, [16, 17, 18, 30, 35, 36]
1319, 2015-07-20, [5, 10, 26, 27, 33, 38]
1320, 2015-07-23, [11, 13, 15, 25, 32, 33]
1321, 2015-07-27, [4, 6, 10, 20, 36, 40]
1322, 2015-07-30, [5, 6, 8, 29, 30, 38]
1323, 2015-08-03, [4, 16, 20, 22, 30, 35]
1324, 2015-08-06, [6, 10, 11, 14, 19, 34]
1325, 2015-08-10, [2, 4, 8, 9, 13, 18]
1326, 2015-08-13, [3, 9, 15, 20, 21, 24]
1327, 2015-08-17, [8, 24, 28, 29, 34, 36]
1328, 2015-08-20, [11, 20, 21, 27, 28, 29]
1329, 2015-08-24, [6, 12, 16, 35, 37, 39]
1330, 2015-08-27, [2, 5, 10, 24, 27, 38]
1331, 2015-08-31, [9, 11, 22, 25, 31, 39]
1332, 2015-09-03, [1, 2, 9, 14, 16, 22]
1333, 2015-09-07, [1, 6, 11, 20, 28, 29]
1334, 2015-09-10, [6, 10, 13, 18, 28, 42]
1335, 2015-09-14, [13, 16, 21, 34, 37, 42]
1336, 2015-09-17, [3, 8, 14, 23, 35, 38]
1337, 2015-09-21, [2, 4, 6, 19, 30, 38]
1338, 2015-09-24, [8, 14, 17, 18, 20, 35]
1339, 2015-09-28, [3, 11, 12, 17, 38, 41]
1340, 2015-10-01, [2, 7, 10, 11, 26, 31]
1341, 2015-10-05, [1, 18, 23, 26, 29, 34]
1342, 2015-10-08, [7, 11, 13, 14, 21, 30]
1343, 2015-10-12, [13, 16, 21, 28, 30, 34]
1344, 2015-10-15, [7, 20, 27, 29, 38, 41]
1345, 2015-10-19, [12, 15, 24, 28, 37, 39]
1346, 2015-10-22, [8, 14, 16, 26, 32, 37]
1347, 2015-10-26, [21, 24, 27, 32, 36, 40]
1348, 2015-10-29, [4, 8, 25, 32, 40, 41]
1349, 2015-11-02, [5, 6, 8, 12, 17, 39]
1350, 2015-11-05, [6, 7, 12, 20, 29, 39]
1351, 2015-11-09, [9, 10, 16, 20, 23, 36]
1352, 2015-11-12, [2, 12, 14, 18, 33, 36]
1353, 2015-11-16, [8, 26, 30, 31, 34, 37]
1354, 2015-11-19, [14, 17, 31, 32, 33, 40]
1355, 2015-11-23, [15, 17, 19, 20, 34, 39]
1356, 2015-11-26, [15, 18, 22, 24, 31, 37]
1357, 2015-11-30, [9, 13, 16, 34, 38, 40]
1358, 2015-12-03, [4, 5, 9, 16, 21, 38]
1359, 2015-12-07, [10, 17, 24, 30, 34, 37]
1360, 2015-12-10, [5, 13, 14, 30, 38, 42]
1361, 2015-12-14, [11, 24, 28, 31, 33, 37]
1362, 2015-12-17, [3, 16, 26, 27, 31, 36]
1363, 2015-12-21, [2, 4, 5, 18, 21, 37]
1364, 2015-12-24, [2, 19, 29, 31, 36, 39]
1365, 2015-12-28, [9, 13, 16, 31, 34, 39]
1366, 2015-12-31, [6, 18, 22, 31, 35, 37]
