741, 2010-01-04, [1, 13, 29, 37, 38, 39]
742, 2010-01-07, [6, 10, 25, 26, 31, 42]
743, 2010-01-11, [6, 11, 25, 29, 33, 36]
744, 2010-01-14, [1, 21, 28, 29, 33, 37]
745, 2010-01-18, [8, 18, 22, 26, 37, 42]
746, 2010-01-21, [2, 4, 34, 37, 41, 42]
747, 2010-01-26, [16, 19, 20, 37, 38, 41]
748, 2010-01-28, [3, 8, 11, 23, 28, 40]
749, 2010-02-01, [1, 12, 17, 22, 36, 38]
750, 2010-02-04, [6, 15, 24, 34, 38, 39]
751, 2010-02-08, [10, 12, 18, 23, 37, 38]
752, 2010-02-11, [4, 16, 24, 35, 40, 42]
753, 2010-02-15, [11, 23, 24, 27, 28, 38]
754, 2010-02-18, [7, 12, 15, 16, 25, 31]
755, 2010-02-22, [3, 17, 19, 21, 31, 41]
756, 2010-02-25, [2, 3, 14, 16, 31, 41]
757, 2010-03-01, [20, 25, 27, 38, 40, 41]
758, 2010-03-04, [10, 14, 26, 28, 31, 37]
759, 2010-03-08, [2, 7, 14, 23, 25, 29]
760, 2010-03-11, [1, 2, 16, 27, 29, 30]
761, 2010-03-15, [19, 23, 24, 31, 32, 42]
762, 2010-03-18, [2, 5, 11, 26, 31, 33]
763, 2010-03-22, [4, 17, 21, 28, 33, 35]
764, 2010-03-25, [2, 3, 8, 20, 32, 39]
765, 2010-03-29, [2, 6, 11, 20, 22, 34]
766, 2010-04-01, [10, 14, 21, 35, 37, 42]
767, 2010-04-06, [4, 10, 13, 14, 29, 30]
768, 2010-04-08, [4, 12, 17, 22, 27, 34]
769, 2010-04-12, [3, 7, 9, 14, 29, 41]
770, 2010-04-15, [1, 3, 10, 27, 41, 42]
771, 2010-04-19, [4, 11, 12, 14, 19, 32]
772, 2010-04-22, [8, 15, 24, 29, 40, 42]
773, 2010-04-26, [1, 7, 9, 10, 19, 38]
774, 2010-04-29, [6, 28, 34, 35, 38, 39]
775, 2010-05-03, [15, 22, 27, 32, 34, 35]
776, 2010-05-06, [11, 13, 18, 24, 27, 28]
777, 2010-05-10, [4, 7, 16, 19, 28, 32]
778, 2010-05-13, [1, 8, 12, 15, 32, 39]
779, 2010-05-17, [8, 26, 27, 39, 40, 42]
780, 2010-05-20, [3, 11, 14, 15, 28, 34]
781, 2010-05-24, [3, 18, 19, 27, 30, 31]
782, 2010-05-27, [7, 22, 23, 27, 34, 40]
783, 2010-05-31, [10, 22, 26, 27, 37, 41]
784, 2010-06-03, [5, 7, 24, 27, 40, 42]
785, 2010-06-07, [3, 7, 12, 37, 38, 41]
786, 2010-06-10, [10, 11, 14, 30, 32, 41]
787, 2010-06-14, [7, 17, 19, 23, 31, 39]
788, 2010-06-17, [2, 9, 18, 35, 38, 40]
789, 2010-06-21, [4, 6, 15, 33, 37, 38]
790, 2010-06-24, [7, 10, 15, 29, 30, 34]
791, 2010-06-28, [5, 18, 21, 25, 35, 42]
792, 2010-07-01, [13, 30, 31, 38, 40, 42]
793, 2010-07-05, [10, 15, 17, 27, 34, 42]
794, 2010-07-08, [4, 8, 12, 19, 25, 32]
795, 2010-07-12, [1, 10, 21, 28, 33, 42]
796, 2010-07-15, [1, 9, 14, 22, 30, 41]
797, 2010-07-19, [7, 19, 24, 28, 29, 40]
798, 2010-07-22, [2, 14, 22, 27, 29, 40]
799, 2010-07-26, [1, 4, 7, 11, 35, 38]
800, 2010-07-29, [5, 7, 13, 33, 39, 40]
801, 2010-08-02, [13, 16, 21, 26, 29, 37]
802, 2010-08-05, [6, 14, 18, 31, 36, 38]
803, 2010-08-09, [7, 8, 19, 20, 26, 32]
804, 2010-08-12, [3, 7, 18, 28, 35, 37]
805, 2010-08-16, [1, 4, 15, 20, 26, 40]
806, 2010-08-19, [1, 17, 24, 29, 30, 40]
807, 2010-08-23, [2, 9, 10, 23, 26, 37]
808, 2010-08-26, [5, 13, 21, 24, 25, 34]
809, 2010-08-30, [4, 5, 18, 22, 30, 37]
810, 2010-09-02, [1, 14, 26, 31, 34, 35]
811, 2010-09-06, [8, 11, 15, 21, 26, 41]
812, 2010-09-09, [11, 13, 18, 19, 34, 38]
813, 2010-09-13, [2, 10, 11, 24, 40, 42]
814, 2010-09-16, [6, 12, 14, 15, 20, 25]
815, 2010-09-20, [8, 16, 25, 26, 30, 33]
816, 2010-09-23, [4, 5, 13, 14, 34, 41]
817, 2010-09-27, [8, 16, 21, 27, 32, 42]
818, 2010-09-30, [11, 25, 29, 30, 32, 35]
819, 2010-10-04, [10, 11, 19, 25, 30, 40]
820, 2010-10-07, [13, 15, 18, 22, 30, 41]
821, 2010-10-11, [2, 7, 23, 28, 39, 42]
822, 2010-10-14, [1, 3, 18, 26, 28, 29]
823, 2010-10-18, [3, 12, 17, 20, 38, 40]
824, 2010-10-21, [3, 4, 6, 10, 19, 38]
825, 2010-10-25, [12, 23, 25, 27, 31, 35]
826, 2010-10-28, [1, 6, 26, 36, 39, 41]
827, 2010-11-01, [6, 11, 17, 20, 23, 32]
828, 2010-11-04, [3, 13, 19, 21, 23, 27]
829, 2010-11-08, [16, 18, 22, 27, 38, 41]
830, 2010-11-11, [5, 10, 12, 14, 28, 33]
831, 2010-11-15, [2, 17, 18, 30, 34, 37]
832, 2010-11-18, [12, 13, 25, 30, 31, 32]
833, 2010-11-22, [2, 6, 12, 24, 29, 39]
834, 2010-11-25, [10, 21, 23, 24, 29, 42]
835, 2010-11-29, [1, 8, 16, 19, 25, 37]
836, 2010-12-02, [1, 3, 15, 16, 28, 42]
