1367, 2016-01-04, [4, 5, 16, 19, 27, 39]
1368, 2016-01-07, [5, 9, 25, 28, 37, 38]
1369, 2016-01-11, [3, 16, 17, 18, 29, 33]
1370, 2016-01-14, [15, 21, 31, 36, 37, 41]
1371, 2016-01-18, [6, 10, 22, 23, 25, 35]
1372, 2016-01-21, [2, 19, 22, 23, 25, 27]
1373, 2016-01-25, [11, 12, 17, 21, 40, 42]
1374, 2016-01-28, [9, 19, 21, 23, 30, 42]
1375, 2016-02-01, [4, 6, 14, 16, 23, 36]
1376, 2016-02-04, [4, 17, 21, 22, 32, 33]
1377, 2016-02-08, [6, 12, 13, 15, 29, 30]
1378, 2016-02-11, [10, 20, 21, 26, 31, 36]
1379, 2016-02-15, [12, 21, 26, 27, 37, 38]
1380, 2016-02-18, [13, 30, 33, 37, 40, 41]
1381, 2016-02-22, [1, 16, 33, 35, 36, 41]
1382, 2016-02-25, [11, 21, 22, 27, 29, 38]
1383, 2016-02-29, [5, 17, 18, 19, 35, 40]
1384, 2016-03-03, [11, 15, 16, 19, 20, 41]
1385, 2016-03-07, [12, 15, 29, 33, 35, 38]
1386, 2016-03-10, [5, 11, 20, 26, 36, 40]
1387, 2016-03-14, [1, 16, 17, 24, 30, 32]
1388, 2016-03-17, [9, 19, 25, 31, 33, 38]
1389, 2016-03-21, [1, 16, 19, 21, 22, 23]
1390, 2016-03-24, [5, 6, 15, 16, 29, 30]
1391, 2016-03-29, [2, 3, 8, 13, 33, 37]
1392, 2016-03-31, [7, 14, 17, 23, 26, 33]
1393, 2016-04-04, [7, 12, 14, 25, 32, 38]
1394, 2016-04-07, [1, 3, 17, 18, 28, 31]
1395, 2016-04-11, [6, 7, 10, 20, 34, 41]
1396, 2016-04-14, [6, 17, 24, 26, 38, 42]
1397, 2016-04-18, [8, 25, 28, 32, 36, 37]
1398, 2016-04-21, [1, 6, 13, 20, 32, 38]
1399, 2016-04-25, [6, 12, 13, 16, 37, 42]
1400, 2016-04-28, [3, 7, 8, 19, 35, 42]
1401, 2016-05-03, [11, 15, 21, 28, 30, 32]
1402, 2016-05-05, [4, 7, 16, 17, 24, 39]
1403, 2016-05-09, [2, 8, 19, 20, 28, 37]
1404, 2016-05-12, [21, 23, 31, 32, 34, 39]
1405, 2016-05-16, [9, 17, 18, 25, 30, 32]
1406, 2016-05-19, [9, 12, 13, 30, 31, 35]
1407, 2016-05-23, [5, 11, 15, 19, 23, 37]
1408, 2016-05-26, [6, 20, 23, 31, 34, 40]
1409, 2016-05-30, [15, 16, 28, 34, 37, 38]
1410, 2016-06-02, [3, 13, 19, 20, 34, 38]
1411, 2016-06-06, [1, 17, 24, 27, 38, 40]
1412, 2016-06-09, [1, 12, 21, 31, 34, 38]
1413, 2016-06-13, [1, 10, 12, 34, 36, 37]
1414, 2016-06-16, [11, 24, 25, 27, 40, 42]
1415, 2016-06-20, [8, 10, 24, 31, 33, 39]
1416, 2016-06-23, [9, 15, 28, 30, 32, 41]
1417, 2016-06-27, [3, 19, 23, 26, 34, 35]
1418, 2016-06-30, [3, 13, 14, 16, 19, 32]
1419, 2016-07-04, [4, 18, 25, 35, 36, 40]
1420, 2016-07-07, [14, 15, 21, 32, 37, 41]
1421, 2016-07-11, [9, 22, 31, 34, 37, 42]
1422, 2016-07-14, [2, 8, 12, 17, 31, 33]
1423, 2016-07-18, [9, 20, 23, 27, 33, 39]
1424, 2016-07-21, [26, 27, 29, 30, 31, 39]
1425, 2016-07-25, [10, 14, 18, 28, 32, 33]
1426, 2016-07-28, [10, 12, 14, 18, 30, 41]
1427, 2016-08-01, [9, 14, 18, 27, 37, 38]
1428, 2016-08-04, [3, 4, 7, 14, 15, 39]
1429, 2016-08-08, [1, 28, 35, 38, 39, 42]
1430, 2016-08-11, [7, 28, 30, 32, 36, 40]
1431, 2016-08-15, [6, 10, 25, 30, 33, 38]
1432, 2016-08-18, [6, 9, 31, 33, 34, 40]
1433, 2016-08-22, [2, 9, 18, 21, 25, 34]
1434, 2016-08-25, [2, 7, 10, 24, 33, 37]
1435, 2016-08-29, [10, 13, 23, 25, 33, 35]
1436, 2016-09-01, [8, 9, 13, 17, 32, 40]
1437, 2016-09-05, [2, 9, 23, 29, 31, 38]
1438, 2016-09-08, [1, 6, 10, 21, 22, 36]
1439, 2016-09-12, [4, 13, 19, 21, 25, 37]
1440, 2016-09-15, [9, 10, 11, 17, 18, 31]
1441, 2016-09-19, [18, 22, 28, 30, 33, 34]
1442, 2016-09-22, [1, 12, 15, 28, 31, 35]
1443, 2016-09-26, [2, 20, 23, 27, 29, 39]
1444, 2016-09-29, [12, 23, 28, 29, 36, 42]
1445, 2016-10-03, [3, 12, 20, 33, 34, 38]
1446, 2016-10-06, [3, 10, 15, 20, 41, 42]
