1680, 2019-01-03, [2, 5, 11, 13, 18, 35]
1681, 2019-01-07, [2, 13, 18, 20, 23, 36]
1682, 2019-01-10, [16, 17, 18, 27, 38, 42]
1683, 2019-01-14, [4, 10, 13, 14, 27, 34]
1684, 2019-01-17, [5, 6, 10, 18, 35, 36]
1685, 2019-01-21, [9, 19, 25, 29, 32, 39]
1686, 2019-01-24, [5, 15, 20, 26, 31, 34]
1687, 2019-01-28, [12, 20, 23, 33, 38, 41]
1688, 2019-01-31, [6, 10, 11, 17, 32, 42]
1689, 2019-02-04, [2, 14, 17, 26, 34, 41]
1690, 2019-02-07, [1, 13, 14, 15, 20, 25]
1691, 2019-02-11, [6, 12, 13, 25, 26, 39]
1692, 2019-02-14, [16, 30, 35, 36, 37, 41]
1693, 2019-02-18, [6, 8, 16, 26, 32, 36]
1694, 2019-02-21, [2, 10, 16, 21, 23, 38]
1695, 2019-02-25, [9, 21, 28, 32, 33, 40]
1696, 2019-02-28, [4, 9, 12, 16, 38, 42]
1697, 2019-03-04, [4, 14, 16, 26, 28, 32]
1698, 2019-03-07, [6, 20, 22, 35, 37, 38]
1699, 2019-03-11, [2, 6, 7, 12, 29, 39]
1700, 2019-03-14, [1, 2, 14, 17, 18, 22]
1701, 2019-03-18, [2, 10, 15, 23, 31, 39]
1702, 2019-03-21, [10, 13, 16, 18, 31, 36]
1703, 2019-03-25, [2, 4, 9, 22, 39, 42]
1704, 2019-03-28, [5, 8, 15, 19, 31, 33]
1705, 2019-04-01, [7, 9, 12, 20, 21, 35]
1706, 2019-04-04, [8, 22, 23, 33, 35, 36]
1707, 2019-04-08, [9, 12, 20, 26, 39, 40]
1708, 2019-04-11, [8, 13, 18, 19, 26, 31]
1709, 2019-04-15, [15, 20, 29, 34, 37, 39]
1710, 2019-04-18, [16, 20, 21, 27, 28, 32]
1711, 2019-04-23, [3, 12, 16, 20, 25, 34]
1712, 2019-04-25, [2, 6, 16, 21, 27, 33]
1713, 2019-04-30, [2, 8, 10, 28, 37, 41]
1714, 2019-05-02, [12, 19, 23, 30, 34, 42]
1715, 2019-05-06, [5, 7, 18, 25, 35, 39]
1716, 2019-05-09, [3, 8, 14, 17, 36, 40]
1717, 2019-05-13, [4, 19, 20, 26, 30, 39]
1718, 2019-05-16, [4, 14, 17, 21, 37, 40]
1719, 2019-05-20, [3, 12, 19, 27, 35, 42]
1720, 2019-05-23, [5, 11, 17, 18, 25, 28]
1721, 2019-05-27, [9, 23, 33, 37, 41, 42]
1722, 2019-05-30, [1, 2, 7, 11, 15, 39]
1723, 2019-06-03, [1, 11, 12, 27, 35, 40]
1724, 2019-06-06, [1, 4, 11, 20, 34, 38]
1725, 2019-06-10, [6, 11, 13, 30, 31, 33]
1726, 2019-06-13, [2, 18, 20, 21, 22, 39]
1727, 2019-06-17, [1, 2, 7, 15, 28, 30]
1728, 2019-06-20, [4, 8, 10, 20, 28, 34]
1729, 2019-06-24, [1, 4, 9, 14, 29, 37]
1730, 2019-06-27, [4, 12, 17, 18, 20, 42]
1731, 2019-07-01, [10, 20, 28, 29, 33, 35]
1732, 2019-07-04, [3, 7, 14, 15, 20, 28]
1733, 2019-07-08, [8, 21, 26, 29, 32, 34]
1734, 2019-07-11, [2, 10, 18, 23, 30, 31]
1735, 2019-07-15, [4, 7, 30, 31, 37, 39]
1736, 2019-07-18, [2, 5, 11, 14, 18, 30]
1737, 2019-07-22, [8, 11, 17, 22, 26, 38]
1738, 2019-07-25, [1, 12, 23, 28, 30, 41]
1739, 2019-07-29, [3, 11, 25, 33, 34, 42]
1740, 2019-08-01, [2, 7, 10, 17, 26, 39]
1741, 2019-08-05, [1, 20, 21, 29, 38, 41]
1742, 2019-08-08, [1, 3, 13, 21, 24, 35]
1743, 2019-08-12, [2, 10, 14, 16, 31, 36]
1744, 2019-08-15, [11, 14, 25, 31, 32, 37]
1745, 2019-08-19, [3, 12, 30, 31, 39, 40]
1746, 2019-08-22, [4, 17, 27, 29, 37, 42]
1747, 2019-08-26, [4, 5, 14, 22, 24, 38]
1748, 2019-08-29, [13, 18, 23, 24, 37, 42]
1749, 2019-09-02, [21, 24, 32, 36, 38, 39]
1750, 2019-09-05, [2, 6, 9, 24, 37, 40]
1751, 2019-09-09, [1, 11, 18, 20, 26, 28]
1752, 2019-09-12, [8, 12, 28, 33, 37, 38]
1753, 2019-09-16, [2, 6, 13, 27, 32, 35]
1754, 2019-09-19, [1, 13, 19, 29, 38, 40]
1755, 2019-09-23, [6, 11, 34, 38, 39, 40]
1756, 2019-09-26, [14, 21, 26, 34, 36, 42]
1757, 2019-09-30, [2, 5, 9, 16, 26, 35]
1758, 2019-10-03, [17, 21, 24, 26, 28, 31]
1759, 2019-10-07, [12, 18, 23, 38, 40, 41]
1760, 2019-10-10, [11, 13, 17, 21, 29, 33]
1761, 2019-10-14, [8, 12, 19, 21, 26, 42]
1762, 2019-10-17, [14, 18, 20, 22, 24, 33]
1763, 2019-10-31, [2, 12, 15, 27, 28, 39]
1764, 2019-11-04, [2, 5, 9, 11, 23, 26]
1765, 2019-11-07, [10, 13, 17, 18, 22, 28]
1766, 2019-11-11, [3, 8, 14, 17, 22, 35]
1767, 2019-11-14, [3, 7, 9, 24, 28, 33]
1768, 2019-11-18, [5, 16, 25, 40, 41, 42]
1769, 2019-11-21, [6, 11, 21, 32, 37, 41]
1770, 2019-11-25, [12, 21, 25, 28, 32, 38]
1771, 2019-11-28, [4, 5, 6, 28, 29, 35]
1772, 2019-12-02, [4, 14, 28, 32, 35, 41]
1773, 2019-12-05, [8, 19, 25, 26, 32, 36]
1774, 2019-12-09, [4, 8, 22, 34, 38, 41]
1775, 2019-12-12, [1, 3, 8, 26, 34, 42]
1776, 2019-12-16, [7, 15, 16, 28, 39, 40]
1777, 2019-12-19, [6, 18, 23, 29, 33, 36]
1778, 2019-12-23, [1, 8, 12, 33, 34, 39]
1779, 2019-12-26, [8, 11, 18, 22, 38, 40]
1780, 2019-12-30, [8, 11, 12, 20, 21, 29]
