1471, 2017-01-02, [1, 4, 10, 14, 20, 28]
1472, 2017-01-05, [4, 9, 19, 23, 33, 34]
1473, 2017-01-09, [3, 19, 23, 24, 27, 37]
1474, 2017-01-12, [4, 8, 20, 25, 34, 40]
1475, 2017-01-16, [13, 15, 23, 24, 29, 37]
1476, 2017-01-19, [17, 18, 23, 30, 33, 35]
1477, 2017-01-23, [7, 22, 26, 36, 37, 38]
1478, 2017-01-26, [7, 19, 25, 28, 33, 40]
1479, 2017-01-30, [4, 7, 15, 20, 33, 34]
1480, 2017-02-02, [7, 26, 29, 32, 35, 41]
1481, 2017-02-06, [2, 3, 12, 25, 36, 40]
1482, 2017-02-09, [3, 17, 26, 31, 39, 41]
1483, 2017-02-13, [3, 4, 26, 30, 33, 40]
1484, 2017-02-16, [8, 10, 11, 20, 26, 27]
1485, 2017-02-20, [9, 14, 20, 23, 25, 29]
1486, 2017-02-23, [7, 14, 15, 20, 31, 33]
1487, 2017-02-27, [3, 14, 15, 16, 20, 27]
1488, 2017-03-02, [5, 15, 25, 35, 41, 42]
1489, 2017-03-06, [4, 12, 13, 14, 26, 35]
1490, 2017-03-09, [1, 6, 7, 18, 34, 40]
1491, 2017-03-13, [5, 11, 12, 19, 21, 31]
1492, 2017-03-16, [2, 12, 22, 23, 28, 33]
1493, 2017-03-20, [8, 11, 13, 21, 22, 35]
1494, 2017-03-23, [3, 7, 14, 37, 39, 42]
1495, 2017-03-27, [8, 12, 15, 19, 27, 36]
1496, 2017-03-30, [8, 12, 18, 27, 34, 41]
1497, 2017-04-03, [14, 18, 20, 22, 23, 30]
1498, 2017-04-06, [24, 25, 30, 32, 35, 37]
1499, 2017-04-10, [10, 12, 17, 32, 35, 42]
1500, 2017-04-13, [4, 9, 11, 16, 23, 33]
1501, 2017-04-18, [3, 7, 19, 20, 32, 33]
1502, 2017-04-20, [4, 12, 13, 17, 27, 32]
1503, 2017-04-24, [7, 12, 19, 35, 37, 42]
1504, 2017-04-27, [13, 14, 20, 22, 33, 39]
1505, 2017-05-01, [1, 2, 19, 31, 37, 38]
1506, 2017-05-04, [7, 14, 15, 18, 30, 38]
1507, 2017-05-08, [4, 7, 15, 17, 27, 37]
1508, 2017-05-11, [3, 19, 22, 30, 40, 42]
1509, 2017-05-15, [10, 11, 19, 21, 33, 42]
1510, 2017-05-18, [2, 20, 26, 30, 40, 41]
1511, 2017-05-22, [6, 8, 10, 18, 22, 42]
1512, 2017-05-25, [8, 18, 21, 30, 35, 39]
1513, 2017-05-29, [15, 17, 19, 21, 23, 28]
1514, 2017-06-01, [7, 13, 17, 22, 27, 37]
1515, 2017-06-05, [5, 6, 10, 14, 39, 40]
