949, 2012-01-03, [6, 11, 15, 27, 30, 38]
950, 2012-01-05, [6, 12, 17, 18, 22, 31]
951, 2012-01-09, [6, 23, 26, 29, 30, 39]
952, 2012-01-12, [19, 25, 27, 28, 33, 36]
953, 2012-01-16, [5, 13, 14, 27, 36, 41]
954, 2012-01-19, [9, 16, 17, 18, 33, 38]
955, 2012-01-23, [6, 21, 24, 26, 33, 36]
956, 2012-01-26, [25, 30, 32, 34, 35, 41]
957, 2012-01-30, [16, 19, 22, 25, 31, 36]
958, 2012-02-02, [16, 27, 30, 31, 37, 39]
959, 2012-02-06, [10, 18, 29, 31, 32, 41]
960, 2012-02-09, [14, 20, 21, 23, 34, 42]
961, 2012-02-13, [7, 21, 29, 30, 38, 39]
962, 2012-02-16, [1, 5, 10, 16, 18, 37]
963, 2012-02-20, [15, 20, 34, 35, 37, 41]
964, 2012-02-23, [2, 8, 19, 21, 34, 37]
965, 2012-02-27, [6, 8, 11, 16, 20, 27]
966, 2012-03-01, [3, 21, 25, 30, 32, 38]
967, 2012-03-05, [2, 12, 25, 29, 37, 38]
968, 2012-03-08, [20, 27, 28, 30, 36, 37]
969, 2012-03-12, [5, 14, 22, 23, 30, 37]
970, 2012-03-15, [10, 11, 14, 17, 33, 34]
971, 2012-03-19, [4, 7, 14, 15, 20, 36]
972, 2012-03-22, [17, 21, 22, 32, 36, 42]
973, 2012-03-26, [2, 4, 6, 12, 20, 22]
974, 2012-03-29, [2, 7, 12, 26, 36, 41]
975, 2012-04-02, [1, 2, 16, 28, 33, 35]
976, 2012-04-05, [4, 6, 16, 17, 21, 30]
977, 2012-04-10, [10, 11, 14, 25, 27, 28]
978, 2012-04-12, [1, 12, 19, 23, 24, 34]
979, 2012-04-17, [3, 18, 20, 27, 32, 33]
980, 2012-04-19, [14, 18, 29, 32, 40, 42]
981, 2012-04-23, [2, 8, 9, 23, 27, 39]
982, 2012-04-26, [5, 7, 9, 20, 31, 35]
983, 2012-04-30, [5, 9, 13, 19, 34, 42]
984, 2012-05-03, [1, 5, 9, 23, 28, 41]
985, 2012-05-07, [1, 2, 4, 11, 14, 42]
986, 2012-05-10, [1, 7, 27, 35, 38, 39]
987, 2012-05-14, [2, 3, 13, 14, 24, 41]
988, 2012-05-17, [3, 13, 21, 24, 29, 32]
989, 2012-05-21, [11, 18, 19, 24, 36, 38]
990, 2012-05-24, [1, 11, 16, 33, 39, 41]
991, 2012-05-28, [2, 5, 16, 21, 34, 35]
992, 2012-05-31, [1, 8, 12, 20, 32, 38]
993, 2012-06-04, [8, 21, 23, 35, 36, 39]
994, 2012-06-07, [10, 15, 22, 23, 28, 38]
995, 2012-06-11, [5, 14, 23, 25, 38, 40]
996, 2012-06-14, [1, 11, 12, 19, 23, 24]
997, 2012-06-18, [19, 20, 23, 24, 26, 36]
998, 2012-06-21, [4, 20, 24, 30, 36, 40]
999, 2012-06-25, [2, 4, 25, 31, 33, 36]
1000, 2012-06-28, [5, 12, 13, 29, 34, 39]
1001, 2012-07-02, [7, 25, 28, 32, 35, 39]
1002, 2012-07-05, [5, 18, 30, 34, 41, 42]
1003, 2012-07-09, [13, 17, 18, 27, 31, 34]
1004, 2012-07-12, [5, 17, 18, 33, 35, 41]
1005, 2012-07-16, [11, 19, 20, 28, 35, 37]
1006, 2012-07-19, [1, 9, 15, 22, 29, 33]
1007, 2012-07-23, [7, 12, 18, 23, 29, 34]
1008, 2012-07-26, [7, 15, 25, 35, 40, 41]
1009, 2012-07-30, [3, 6, 13, 14, 29, 30]
