323, 2006-01-02, [16, 22, 23, 25, 28, 40]
324, 2006-01-05, [22, 23, 24, 26, 36, 39]
325, 2006-01-09, [2, 10, 13, 30, 37, 38]
326, 2006-01-12, [4, 17, 25, 33, 35, 40]
327, 2006-01-16, [3, 8, 20, 27, 32, 37]
328, 2006-01-19, [4, 16, 32, 33, 36, 39]
329, 2006-01-23, [3, 25, 27, 28, 36, 38]
330, 2006-01-26, [8, 21, 27, 32, 38, 42]
331, 2006-01-30, [5, 14, 18, 24, 37, 42]
332, 2006-02-02, [4, 7, 17, 29, 32, 39]
333, 2006-02-08, [1, 8, 11, 12, 28, 30]
334, 2006-02-09, [4, 11, 12, 16, 35, 40]
335, 2006-02-13, [1, 3, 12, 26, 39, 41]
336, 2006-02-16, [10, 16, 17, 22, 23, 34]
337, 2006-02-20, [14, 19, 28, 36, 40, 41]
338, 2006-02-23, [7, 8, 17, 18, 34, 36]
339, 2006-02-27, [10, 22, 30, 35, 38, 39]
340, 2006-03-02, [5, 17, 18, 20, 27, 30]
341, 2006-03-06, [6, 18, 26, 27, 28, 39]
342, 2006-03-09, [1, 4, 6, 13, 38, 41]
343, 2006-03-13, [5, 8, 9, 19, 24, 42]
344, 2006-03-16, [5, 10, 13, 16, 20, 31]
345, 2006-03-20, [11, 22, 23, 27, 32, 40]
346, 2006-03-23, [1, 6, 11, 19, 24, 31]
347, 2006-03-27, [6, 23, 31, 33, 36, 40]
348, 2006-03-30, [2, 16, 24, 25, 27, 28]
349, 2006-04-03, [14, 18, 19, 31, 35, 41]
350, 2006-04-06, [5, 6, 13, 21, 34, 37]
351, 2006-04-10, [5, 10, 15, 21, 26, 38]
352, 2006-04-13, [9, 18, 24, 34, 41, 42]
353, 2006-04-17, [13, 26, 31, 39, 40, 42]
354, 2006-04-20, [6, 8, 10, 21, 25, 42]
355, 2006-04-24, [2, 9, 15, 16, 17, 22]
356, 2006-04-27, [8, 22, 25, 32, 35, 41]
357, 2006-05-01, [2, 5, 15, 18, 28, 29]
358, 2006-05-04, [3, 5, 11, 18, 22, 31]
359, 2006-05-08, [2, 21, 22, 28, 32, 42]
