114, 2004-01-01, [1, 15, 22, 34, 39, 40]
115, 2004-01-05, [2, 3, 7, 8, 14, 38]
116, 2004-01-08, [3, 4, 7, 11, 19, 35]
117, 2004-01-12, [1, 5, 7, 23, 26, 40]
118, 2004-01-15, [4, 7, 17, 21, 26, 30]
119, 2004-01-19, [3, 5, 9, 30, 34, 41]
120, 2004-01-22, [8, 13, 22, 24, 28, 33]
121, 2004-01-26, [4, 10, 11, 21, 24, 27]
122, 2004-01-29, [2, 4, 6, 27, 36, 39]
123, 2004-02-02, [11, 15, 22, 28, 30, 36]
124, 2004-02-05, [2, 4, 7, 13, 20, 22]
125, 2004-02-09, [10, 13, 28, 29, 35, 39]
126, 2004-02-12, [5, 12, 18, 30, 31, 34]
127, 2004-02-16, [3, 15, 22, 33, 34, 42]
128, 2004-02-19, [5, 16, 17, 19, 20, 37]
129, 2004-02-23, [6, 16, 17, 21, 35, 39]
130, 2004-02-26, [7, 9, 10, 18, 24, 32]
131, 2004-03-01, [2, 5, 9, 32, 39, 42]
132, 2004-03-04, [2, 3, 28, 34, 36, 42]
133, 2004-03-08, [1, 4, 12, 20, 34, 41]
134, 2004-03-11, [1, 18, 24, 25, 26, 37]
135, 2004-03-15, [9, 17, 18, 29, 34, 42]
136, 2004-03-18, [17, 22, 24, 26, 34, 38]
137, 2004-03-22, [2, 4, 5, 10, 21, 37]
138, 2004-03-25, [13, 20, 27, 33, 37, 42]
139, 2004-03-29, [7, 15, 17, 24, 29, 40]
140, 2004-04-01, [13, 16, 22, 24, 27, 28]
141, 2004-04-05, [5, 9, 22, 26, 27, 32]
142, 2004-04-08, [1, 4, 12, 30, 36, 42]
143, 2004-04-12, [5, 8, 13, 22, 28, 32]
144, 2004-04-15, [5, 13, 16, 27, 29, 38]
145, 2004-04-19, [7, 23, 24, 33, 34, 38]
146, 2004-04-22, [4, 11, 18, 19, 35, 36]
147, 2004-04-26, [3, 4, 12, 17, 33, 39]
148, 2004-04-29, [2, 11, 16, 24, 28, 42]
149, 2004-05-03, [7, 13, 25, 27, 34, 41]
150, 2004-05-06, [2, 3, 5, 8, 27, 40]
151, 2004-05-10, [2, 13, 18, 21, 23, 32]
152, 2004-05-13, [3, 30, 32, 34, 35, 42]
153, 2004-05-17, [8, 10, 13, 33, 35, 36]
154, 2004-05-20, [8, 19, 23, 25, 31, 41]
155, 2004-05-24, [3, 4, 22, 23, 28, 35]
156, 2004-05-27, [8, 14, 21, 22, 24, 33]
157, 2004-05-31, [6, 7, 10, 17, 32, 36]
158, 2004-06-03, [2, 18, 21, 28, 30, 42]
159, 2004-06-07, [6, 14, 20, 25, 31, 41]
160, 2004-06-10, [10, 13, 15, 20, 27, 41]
161, 2004-06-14, [1, 3, 6, 20, 29, 35]
162, 2004-06-17, [3, 13, 18, 22, 27, 41]
163, 2004-06-21, [10, 22, 23, 36, 39, 42]
164, 2004-06-24, [6, 11, 15, 32, 34, 35]
165, 2004-06-28, [3, 22, 27, 29, 37, 42]
166, 2004-07-01, [6, 11, 18, 29, 30, 37]
167, 2004-07-05, [5, 18, 22, 23, 33, 40]
168, 2004-07-08, [5, 8, 9, 34, 38, 39]
169, 2004-07-12, [11, 13, 21, 31, 40, 42]
170, 2004-07-15, [2, 7, 8, 17, 27, 36]
171, 2004-07-19, [2, 5, 6, 7, 22, 30]
172, 2004-07-22, [1, 8, 11, 21, 26, 36]
173, 2004-07-26, [2, 15, 27, 28, 35, 42]
174, 2004-07-29, [11, 12, 20, 23, 28, 40]
175, 2004-08-02, [3, 9, 10, 12, 15, 31]
176, 2004-08-05, [9, 10, 11, 26, 28, 32]
177, 2004-08-09, [7, 16, 18, 31, 36, 42]
178, 2004-08-12, [3, 17, 18, 27, 36, 42]
179, 2004-08-16, [2, 24, 25, 30, 33, 41]
180, 2004-08-19, [4, 6, 10, 30, 34, 39]
181, 2004-08-23, [1, 9, 11, 17, 23, 39]
182, 2004-08-26, [2, 9, 20, 36, 38, 39]
183, 2004-08-30, [1, 3, 6, 7, 31, 34]
184, 2004-09-02, [5, 17, 20, 21, 32, 35]
185, 2004-09-06, [11, 12, 25, 28, 29, 35]
186, 2004-09-09, [9, 14, 20, 23, 27, 33]
187, 2004-09-13, [14, 23, 25, 28, 38, 39]
188, 2004-09-16, [1, 14, 19, 20, 38, 40]
189, 2004-09-20, [1, 3, 7, 34, 35, 42]
190, 2004-09-23, [8, 16, 20, 22, 37, 42]
191, 2004-09-27, [6, 11, 21, 28, 34, 40]
192, 2004-09-30, [12, 16, 22, 24, 36, 38]
193, 2004-10-04, [13, 17, 32, 33, 39, 42]
194, 2004-10-07, [10, 19, 24, 28, 35, 36]
195, 2004-10-11, [2, 11, 15, 20, 40, 41]
196, 2004-10-14, [1, 5, 11, 27, 29, 30]
197, 2004-10-18, [3, 4, 8, 11, 38, 40]
198, 2004-10-21, [1, 14, 18, 34, 35, 37]
199, 2004-10-25, [13, 16, 28, 31, 35, 42]
200, 2004-10-28, [2, 25, 27, 29, 33, 40]
201, 2004-11-01, [4, 15, 16, 20, 39, 42]
202, 2004-11-04, [2, 6, 16, 25, 33, 38]
203, 2004-11-08, [4, 8, 19, 22, 39, 42]
204, 2004-11-11, [8, 9, 10, 18, 19, 27]
205, 2004-11-15, [20, 21, 26, 30, 33, 39]
206, 2004-11-18, [8, 24, 27, 30, 38, 41]
207, 2004-11-22, [8, 20, 24, 25, 27, 36]
208, 2004-11-25, [13, 16, 31, 32, 36, 40]
209, 2004-11-29, [4, 9, 25, 26, 31, 42]
210, 2004-12-02, [1, 8, 10, 14, 21, 26]
211, 2004-12-06, [12, 14, 17, 21, 22, 29]
212, 2004-12-09, [3, 9, 12, 18, 23, 33]
213, 2004-12-13, [2, 21, 23, 25, 30, 35]
214, 2004-12-16, [7, 16, 18, 19, 21, 27]
215, 2004-12-20, [1, 3, 4, 9, 16, 29]
216, 2004-12-23, [6, 27, 29, 37, 40, 42]
217, 2004-12-27, [20, 25, 29, 33, 34, 37]
218, 2004-12-30, [8, 9, 13, 22, 32, 38]
