1158, 2014-01-02, [2, 7, 15, 19, 24, 39]
1159, 2014-01-06, [22, 23, 24, 28, 37, 42]
1160, 2014-01-09, [9, 19, 26, 32, 34, 42]
1161, 2014-01-13, [11, 15, 16, 20, 21, 24]
1162, 2014-01-16, [20, 24, 27, 31, 33, 41]
1163, 2014-01-20, [11, 21, 23, 24, 32, 33]
1164, 2014-01-23, [6, 12, 21, 23, 35, 41]
1165, 2014-01-27, [4, 9, 14, 24, 31, 36]
1166, 2014-01-30, [12, 13, 14, 22, 29, 42]
1167, 2014-02-03, [8, 15, 21, 30, 32, 42]
1168, 2014-02-06, [4, 10, 12, 17, 32, 41]
1169, 2014-02-10, [1, 10, 17, 28, 30, 39]
1170, 2014-02-13, [10, 14, 21, 32, 36, 37]
1171, 2014-02-17, [4, 17, 23, 25, 33, 38]
1172, 2014-02-20, [1, 4, 9, 22, 29, 33]
1173, 2014-02-24, [6, 22, 28, 31, 35, 37]
1174, 2014-02-27, [5, 11, 13, 27, 29, 36]
1175, 2014-03-03, [12, 20, 25, 28, 33, 38]
1176, 2014-03-06, [3, 9, 19, 24, 33, 35]
1177, 2014-03-10, [9, 14, 16, 17, 25, 28]
1178, 2014-03-13, [2, 15, 18, 22, 33, 42]
1179, 2014-03-17, [17, 22, 30, 33, 37, 39]
1180, 2014-03-20, [6, 9, 11, 32, 36, 42]
1181, 2014-03-24, [2, 10, 16, 17, 22, 31]
1182, 2014-03-27, [4, 9, 27, 32, 33, 34]
1183, 2014-03-31, [2, 6, 14, 23, 29, 32]
1184, 2014-04-03, [9, 20, 22, 24, 27, 31]
1185, 2014-04-07, [3, 9, 18, 23, 30, 33]
1186, 2014-04-10, [5, 21, 24, 28, 34, 37]
1187, 2014-04-14, [6, 8, 9, 23, 33, 37]
1188, 2014-04-17, [16, 23, 28, 29, 36, 41]
1189, 2014-04-22, [2, 11, 16, 22, 26, 34]
1190, 2014-04-24, [9, 19, 29, 30, 31, 39]
1191, 2014-04-28, [11, 18, 23, 24, 29, 37]
1192, 2014-05-01, [22, 26, 27, 31, 34, 36]
1193, 2014-05-05, [6, 8, 13, 33, 34, 37]
1194, 2014-05-08, [15, 17, 20, 35, 39, 42]
1195, 2014-05-12, [3, 11, 15, 28, 36, 39]
1196, 2014-05-15, [4, 7, 15, 40, 41, 42]
1197, 2014-05-19, [7, 10, 12, 27, 28, 32]
1198, 2014-05-22, [2, 4, 11, 14, 25, 41]
1199, 2014-05-26, [13, 14, 18, 21, 33, 39]
1200, 2014-05-29, [4, 8, 12, 20, 39, 41]
1201, 2014-06-02, [4, 7, 21, 24, 36, 38]
1202, 2014-06-05, [5, 7, 14, 18, 35, 41]
1203, 2014-06-09, [6, 16, 23, 24, 29, 31]
1204, 2014-06-12, [1, 17, 30, 31, 34, 35]
1205, 2014-06-16, [3, 4, 13, 19, 21, 34]
1206, 2014-06-19, [4, 5, 6, 18, 24, 36]
1207, 2014-06-23, [4, 23, 29, 31, 33, 42]
1208, 2014-06-26, [5, 10, 21, 22, 26, 41]
1209, 2014-06-30, [6, 23, 29, 31, 35, 40]
1210, 2014-07-03, [8, 12, 17, 33, 34, 41]
1211, 2014-07-07, [3, 21, 23, 27, 35, 36]
1212, 2014-07-10, [4, 19, 30, 32, 38, 42]
1213, 2014-07-14, [4, 6, 18, 23, 26, 29]
1214, 2014-07-17, [5, 12, 19, 29, 31, 37]
1215, 2014-07-21, [2, 5, 13, 16, 30, 38]
1216, 2014-07-24, [9, 10, 24, 27, 32, 39]
1217, 2014-07-28, [4, 5, 10, 19, 22, 33]
1218, 2014-07-31, [5, 8, 9, 13, 31, 40]
1219, 2014-08-04, [1, 3, 6, 12, 19, 24]
1220, 2014-08-07, [8, 10, 14, 27, 28, 30]
1221, 2014-08-11, [9, 16, 27, 29, 36, 39]
1222, 2014-08-14, [7, 17, 26, 35, 36, 37]
1223, 2014-08-18, [12, 13, 18, 29, 34, 41]
1224, 2014-08-21, [1, 4, 17, 19, 36, 42]
1225, 2014-08-25, [5, 7, 15, 25, 37, 41]
1226, 2014-08-28, [4, 7, 16, 22, 37, 40]
1227, 2014-09-01, [3, 6, 17, 22, 26, 30]
1228, 2014-09-04, [2, 6, 9, 23, 27, 31]
1229, 2014-09-08, [2, 5, 7, 11, 23, 33]
1230, 2014-09-11, [2, 3, 7, 15, 20, 42]
1231, 2014-09-15, [5, 10, 19, 21, 24, 32]
1232, 2014-09-18, [3, 5, 18, 28, 36, 37]
1233, 2014-09-22, [2, 3, 18, 28, 31, 41]
1234, 2014-09-25, [2, 3, 6, 7, 18, 38]
1235, 2014-09-29, [14, 20, 21, 24, 30, 33]
1236, 2014-10-02, [6, 7, 10, 30, 33, 35]
1237, 2014-10-06, [7, 8, 10, 18, 20, 41]
1238, 2014-10-09, [2, 3, 15, 19, 20, 36]
1239, 2014-10-13, [8, 9, 20, 31, 40, 41]
1240, 2014-10-16, [1, 21, 25, 30, 37, 39]
1241, 2014-10-20, [8, 14, 20, 28, 30, 41]
1242, 2014-10-23, [4, 9, 20, 24, 39, 41]
1243, 2014-10-27, [6, 7, 22, 25, 29, 38]
1244, 2014-10-30, [4, 26, 27, 31, 35, 40]
1245, 2014-11-03, [2, 18, 25, 34, 38, 40]
1246, 2014-11-06, [3, 15, 17, 19, 29, 30]
1247, 2014-11-10, [4, 17, 18, 32, 36, 40]
1248, 2014-11-13, [9, 13, 19, 20, 34, 37]
1249, 2014-11-17, [3, 6, 9, 11, 12, 23]
1250, 2014-11-20, [1, 17, 24, 26, 30, 31]
1251, 2014-11-24, [3, 4, 8, 16, 25, 28]
1252, 2014-11-27, [5, 7, 11, 28, 33, 41]
