845, 2011-01-03, [8, 10, 21, 25, 28, 32]
846, 2011-01-06, [13, 20, 25, 28, 35, 40]
847, 2011-01-10, [6, 7, 14, 22, 29, 30]
848, 2011-01-13, [19, 34, 36, 40, 41, 42]
849, 2011-01-17, [7, 8, 32, 34, 35, 36]
850, 2011-01-20, [2, 14, 16, 22, 25, 41]
851, 2011-01-24, [15, 19, 20, 23, 36, 39]
852, 2011-01-27, [4, 6, 15, 34, 35, 37]
853, 2011-01-31, [12, 17, 18, 31, 34, 37]
854, 2011-02-03, [1, 11, 17, 30, 31, 33]
855, 2011-02-07, [1, 21, 23, 24, 25, 32]
856, 2011-02-10, [1, 3, 4, 13, 22, 28]
857, 2011-02-14, [5, 13, 14, 21, 25, 42]
858, 2011-02-17, [3, 12, 20, 31, 34, 35]
859, 2011-02-21, [3, 6, 11, 16, 21, 28]
860, 2011-02-24, [6, 18, 20, 27, 39, 40]
861, 2011-02-28, [17, 22, 26, 34, 38, 39]
862, 2011-03-03, [9, 11, 20, 22, 29, 39]
863, 2011-03-07, [10, 23, 25, 28, 39, 40]
864, 2011-03-10, [6, 9, 10, 12, 15, 19]
865, 2011-03-14, [11, 14, 19, 25, 31, 39]
866, 2011-03-17, [4, 7, 10, 12, 15, 40]
867, 2011-03-21, [4, 15, 19, 22, 24, 38]
868, 2011-03-24, [3, 11, 12, 15, 22, 24]
869, 2011-03-28, [4, 10, 26, 31, 33, 37]
870, 2011-03-31, [15, 16, 18, 22, 28, 41]
871, 2011-04-04, [20, 21, 33, 35, 36, 41]
872, 2011-04-07, [1, 3, 14, 24, 25, 28]
873, 2011-04-11, [9, 12, 14, 21, 22, 42]
874, 2011-04-14, [11, 13, 24, 25, 27, 39]
875, 2011-04-18, [11, 14, 22, 31, 35, 36]
876, 2011-04-21, [4, 8, 10, 13, 22, 26]
877, 2011-04-26, [13, 18, 22, 24, 26, 37]
878, 2011-04-28, [8, 10, 23, 27, 29, 34]
879, 2011-05-02, [8, 14, 21, 25, 35, 41]
880, 2011-05-05, [4, 13, 19, 24, 27, 36]
881, 2011-05-09, [19, 23, 28, 29, 34, 35]
882, 2011-05-12, [12, 13, 17, 24, 25, 27]
883, 2011-05-16, [2, 12, 13, 18, 22, 34]
884, 2011-05-19, [4, 21, 22, 25, 33, 41]
885, 2011-05-23, [5, 13, 19, 25, 39, 41]
886, 2011-05-26, [3, 11, 21, 30, 32, 40]
887, 2011-05-30, [1, 17, 20, 23, 28, 34]
888, 2011-06-02, [2, 3, 7, 8, 15, 20]
889, 2011-06-06, [3, 8, 17, 19, 31, 41]
890, 2011-06-09, [4, 11, 22, 32, 40, 42]
