636, 2009-01-02, [13, 15, 16, 23, 33, 40]
637, 2009-01-05, [8, 10, 16, 18, 39, 40]
638, 2009-01-08, [13, 18, 23, 29, 33, 39]
639, 2009-01-12, [9, 14, 16, 22, 30, 38]
640, 2009-01-15, [6, 7, 26, 31, 37, 38]
641, 2009-01-19, [22, 23, 25, 27, 29, 36]
642, 2009-01-22, [2, 12, 15, 22, 23, 26]
643, 2009-01-26, [3, 4, 8, 13, 18, 39]
644, 2009-01-29, [4, 11, 12, 14, 26, 28]
645, 2009-02-02, [2, 16, 23, 28, 34, 41]
646, 2009-02-05, [1, 3, 15, 17, 25, 34]
647, 2009-02-09, [6, 7, 14, 26, 29, 40]
648, 2009-02-12, [13, 17, 19, 20, 24, 27]
649, 2009-02-16, [3, 4, 8, 22, 28, 29]
650, 2009-02-19, [6, 9, 19, 23, 25, 37]
651, 2009-02-23, [8, 19, 20, 38, 39, 40]
652, 2009-02-26, [8, 11, 16, 21, 36, 42]
653, 2009-03-02, [3, 13, 17, 19, 23, 27]
654, 2009-03-05, [9, 13, 23, 28, 35, 41]
655, 2009-03-09, [6, 27, 28, 30, 33, 35]
656, 2009-03-12, [4, 18, 24, 35, 36, 38]
657, 2009-03-16, [1, 7, 11, 18, 40, 41]
658, 2009-03-19, [3, 7, 10, 21, 23, 30]
659, 2009-03-23, [10, 17, 29, 31, 38, 42]
660, 2009-03-26, [11, 14, 19, 20, 34, 39]
661, 2009-03-30, [2, 8, 9, 30, 34, 36]
662, 2009-04-02, [2, 3, 10, 11, 36, 37]
663, 2009-04-06, [5, 13, 17, 21, 25, 36]
664, 2009-04-09, [3, 11, 16, 31, 33, 42]
665, 2009-04-13, [17, 18, 21, 34, 35, 38]
666, 2009-04-16, [2, 9, 17, 18, 20, 35]
667, 2009-04-20, [2, 3, 6, 26, 40, 41]
668, 2009-04-23, [6, 24, 31, 32, 33, 35]
669, 2009-04-27, [6, 14, 16, 29, 33, 34]
670, 2009-04-30, [25, 26, 29, 33, 35, 40]
671, 2009-05-04, [11, 12, 15, 18, 22, 25]
672, 2009-05-07, [5, 17, 19, 24, 25, 36]
673, 2009-05-11, [10, 21, 22, 26, 29, 33]
674, 2009-05-14, [11, 20, 28, 36, 41, 42]
675, 2009-05-18, [9, 11, 13, 16, 32, 37]
676, 2009-05-21, [13, 27, 31, 32, 33, 42]
677, 2009-05-25, [2, 3, 23, 28, 29, 39]
678, 2009-05-28, [13, 17, 19, 24, 27, 38]
679, 2009-06-01, [3, 10, 19, 28, 40, 42]
680, 2009-06-04, [14, 30, 35, 37, 39, 41]
681, 2009-06-09, [1, 14, 18, 23, 26, 31]
682, 2009-06-11, [3, 9, 11, 20, 34, 37]
683, 2009-06-15, [1, 12, 17, 31, 37, 39]
684, 2009-06-18, [8, 9, 14, 25, 27, 35]
685, 2009-06-22, [30, 32, 34, 36, 38, 39]
686, 2009-06-25, [18, 21, 25, 28, 35, 42]
687, 2009-06-29, [14, 16, 18, 19, 29, 42]
688, 2009-07-02, [9, 13, 26, 27, 38, 42]
689, 2009-07-06, [7, 13, 15, 25, 34, 41]
690, 2009-07-09, [9, 10, 17, 29, 30, 40]
691, 2009-07-13, [4, 5, 10, 20, 26, 28]
692, 2009-07-16, [8, 9, 13, 26, 30, 34]
693, 2009-07-20, [11, 17, 28, 36, 38, 40]
694, 2009-07-23, [14, 17, 19, 24, 30, 32]
695, 2009-07-27, [2, 9, 20, 25, 37, 41]
696, 2009-07-30, [8, 10, 12, 19, 20, 42]
697, 2009-08-03, [2, 4, 7, 11, 21, 37]
698, 2009-08-06, [15, 20, 22, 23, 25, 37]
699, 2009-08-10, [2, 12, 21, 29, 33, 39]
700, 2009-08-13, [8, 21, 22, 31, 34, 38]
701, 2009-08-17, [3, 13, 15, 21, 25, 35]
702, 2009-08-20, [8, 17, 20, 21, 22, 39]
703, 2009-08-24, [7, 18, 28, 38, 39, 41]
704, 2009-08-27, [14, 27, 29, 35, 36, 40]
705, 2009-08-31, [8, 11, 12, 15, 27, 35]
706, 2009-09-03, [3, 15, 20, 26, 27, 35]
707, 2009-09-07, [5, 12, 13, 22, 33, 42]
708, 2009-09-10, [5, 6, 10, 18, 27, 28]
709, 2009-09-14, [6, 7, 14, 15, 27, 29]
710, 2009-09-17, [9, 10, 15, 19, 27, 35]
711, 2009-09-21, [10, 12, 21, 30, 34, 41]
712, 2009-09-24, [1, 7, 12, 14, 26, 38]
713, 2009-09-28, [3, 18, 28, 35, 37, 39]
714, 2009-10-01, [3, 17, 18, 28, 36, 40]
715, 2009-10-05, [9, 20, 22, 31, 40, 41]
716, 2009-10-08, [12, 17, 25, 31, 33, 35]
717, 2009-10-12, [2, 15, 22, 24, 31, 41]
