1054, 2013-01-03, [8, 15, 21, 24, 32, 38]
1055, 2013-01-07, [2, 11, 15, 19, 26, 30]
1056, 2013-01-10, [8, 11, 16, 25, 30, 35]
1057, 2013-01-14, [15, 21, 27, 31, 37, 38]
1058, 2013-01-17, [6, 15, 16, 24, 29, 42]
1059, 2013-01-21, [2, 17, 24, 28, 34, 36]
1060, 2013-01-24, [3, 23, 25, 34, 37, 41]
1061, 2013-01-28, [4, 6, 21, 28, 29, 36]
1062, 2013-01-31, [11, 22, 26, 31, 37, 39]
1063, 2013-02-04, [4, 9, 14, 20, 28, 34]
1064, 2013-02-07, [10, 11, 12, 17, 26, 42]
1065, 2013-02-11, [13, 20, 24, 30, 31, 41]
1066, 2013-02-14, [3, 4, 12, 21, 23, 26]
1067, 2013-02-18, [5, 14, 18, 20, 32, 41]
1068, 2013-02-21, [3, 4, 16, 22, 25, 42]
1069, 2013-02-25, [3, 14, 21, 36, 41, 42]
1070, 2013-02-28, [4, 14, 16, 17, 33, 38]
1071, 2013-03-04, [5, 10, 11, 15, 28, 40]
1072, 2013-03-07, [11, 17, 23, 26, 32, 41]
1073, 2013-03-11, [14, 16, 23, 26, 28, 34]
1074, 2013-03-14, [1, 23, 26, 32, 35, 37]
1075, 2013-03-18, [2, 4, 14, 29, 31, 32]
1076, 2013-03-21, [4, 13, 18, 19, 22, 41]
1077, 2013-03-25, [6, 13, 25, 29, 36, 38]
1078, 2013-03-28, [2, 5, 16, 23, 27, 29]
1079, 2013-04-02, [9, 11, 13, 14, 15, 29]
1080, 2013-04-04, [14, 15, 20, 22, 29, 37]
1081, 2013-04-08, [8, 11, 24, 25, 36, 42]
1082, 2013-04-11, [9, 15, 16, 33, 37, 40]
1083, 2013-04-15, [5, 12, 13, 33, 36, 41]
1084, 2013-04-18, [4, 18, 19, 23, 36, 40]
1085, 2013-04-22, [8, 12, 15, 20, 23, 42]
1086, 2013-04-25, [4, 6, 9, 13, 14, 18]
1087, 2013-04-29, [9, 11, 16, 33, 36, 38]
1088, 2013-05-02, [1, 3, 4, 20, 24, 26]
1089, 2013-05-07, [5, 27, 32, 35, 36, 38]
